customerID,gender,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
5996-DAOQL,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
3518-PZXZQ,Female,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,600 INR,No
0415-MOSGF,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
6857-VWJDT,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1000 INR,Yes
5624-BQSSA,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
1194-SPVSP,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),200 INR,No
1845-ZLLIG,Male,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,600 INR,No
8559-WNQZS,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
2002-MZHWP,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
2740-TVLFN,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,600 INR,No
2004-OCQXK,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
4146-SVFUD,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
5696-QURRL,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,Yes
0495-RVCBF,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,800 INR,Yes
2668-TZSPS,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
9747-DDZOS,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),800 INR,Yes
5542-TBBWB,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,No
2576-HXMPA,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),200 INR,No
5906-BFOZT,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
3308-MHOOC,Male,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
2239-CFOUJ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
2209-XADXF,Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),300 INR,No
3801-HMYNL,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,900 INR,No
8896-BQTTI,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
1761-AEZZR,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,800 INR,Yes
7120-RFMVS,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,900 INR,Yes
1406-PUQVY,Male,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
5692-FPTAH,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
5133-POWUA,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
2386-LAHRK,Male,No,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,600 INR,Yes
6032-IGALN,Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,Yes
6569-KTMDU,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
2468-SJFLM,Male,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,800 INR,No
5077-DXTCG,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
4892-VLANZ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
5501-TVMGM,Male,No,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,600 INR,No
8149-RSOUN,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
7250-EQKIY,Female,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,600 INR,Yes
3148-BLQJT,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
7365-BVCJH,Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,300 INR,No
6772-KSATR,Male,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,900 INR,No
1086-LXKFY,Female,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,700 INR,No
9122-UMROB,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
4232-JGKIY,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,200 INR,No
5043-TRZWM,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,800 INR,No
1640-PLFMP,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,No
7593-XFKDI,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
7663-RGWBC,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,Yes
9124-LHCJQ,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,900 INR,Yes
3891-PUQOD,Female,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,600 INR,No
3658-KIBGF,Female,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,600 INR,Yes
9629-NHXFW,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
9617-INGJY,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,No
2947-DOMLJ,Male,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,600 INR,No
4510-HIMLV,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
8950-MTZNV,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
7274-RTAPZ,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
8566-YPRGL,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
0247-SLUJI,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
0426-TIRNE,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
8710-YGLWG,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
8393-JMVMB,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
3746-EUBYR,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,Yes
2254-DLXRI,Female,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,No
7594-RQHXR,Female,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,800 INR,Yes
4317-VTEOA,Male,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,600 INR,No
4634-JLRJT,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
6128-CZOMY,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
8816-VXNZD,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
7825-GKXMW,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,500 INR,No
9753-OYLBX,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
6656-JWRQX,Female,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,400 INR,No
1240-KNSEZ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
3716-BDVDB,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
2103-ZRXFN,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,600 INR,No
0968-GSIKN,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
4806-HIPDW,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
1816-FLZDK,Male,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,300 INR,No
7096-UCLNH,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
9136-ALYBR,Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,Yes
8885-QSQBX,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),500 INR,No
5960-WPXQM,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,800 INR,Yes
0684-AOSIH,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
8260-NGFNY,Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,Yes
7698-YFGEZ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
2903-YYTBW,Male,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,500 INR,No
7291-CDTMJ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),200 INR,No
5701-SVCWR,Female,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
7359-PTSXY,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,500 INR,Yes
6086-ESGRL,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),900 INR,Yes
5999-LCXAO,Female,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
6372-RFVNS,Female,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,800 INR,Yes
5275-SQEIZ,Male,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,900 INR,Yes
8945-GRKHX,Female,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,800 INR,No
6959-UWKHF,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,Yes
2920-RNCEZ,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),700 INR,No
1334-FJSVR,Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,300 INR,Yes
2565-JSLRY,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
3727-JEZTU,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
6689-KXGBO,Female,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,600 INR,No
7754-IXRMC,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
4255-DDUOU,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
1915-IOFGU,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,800 INR,Yes
0374-AACSZ,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,600 INR,No
7239-HZZCX,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
7665-TOALD,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
2777-PHDEI,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,800 INR,Yes
1453-RZFON,Female,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
0670-KDOMA,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
8687-BAFGU,Male,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,800 INR,No
5356-RHIPP,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
2876-VBBBL,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
5597-GLBUC,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
2465-BLLEU,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
1905-OEILC,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
6917-IAYHD,Male,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,400 INR,No
8620-RJPZN,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,300 INR,No
5797-APWZC,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1000 INR,Yes
7926-IJOOU,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),200 INR,No
6416-TVAIH,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
3066-RRJIO,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,700 INR,No
2542-HYGIQ,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),200 INR,No
6124-ACRHJ,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
2692-PFYTJ,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
7734-DBOAI,Female,Yes,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,500 INR,No
9019-QVLZD,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,800 INR,Yes
2700-LUEVA,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),300 INR,No
1455-ESIQH,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
6121-VZNQB,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
6996-KNSML,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
4781-ZXYGU,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),300 INR,No
5868-YTYKS,Male,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
3373-YZZYM,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
0515-YPMCW,Male,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
4729-XKASR,Male,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,300 INR,No
2672-OJQZP,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
8280-MQRQN,Female,No,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,600 INR,Yes
3178-FESZO,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1100 INR,No
4603-JANFB,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
7434-SHXLS,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
7908-QCBCA,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,700 INR,Yes
7465-ZZRVX,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,No
7853-WNZSY,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),200 INR,No
4702-IOQDC,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
2013-SGDXK,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,900 INR,Yes
3506-LCJDC,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),200 INR,No
2607-FBDFF,Male,No,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),500 INR,No
3428-XZMAZ,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
6728-WYQBC,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),300 INR,No
0318-QUUOB,Male,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
6145-NNPNO,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),500 INR,No
4877-EVATK,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
2853-CWQFQ,Male,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,600 INR,No
4760-XOHVN,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
1853-UDXBW,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
9895-VFOXH,Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
5032-MIYKT,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,No
1928-BXYIV,Male,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,700 INR,No
6595-COKXZ,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
4211-MMAZN,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
4274-OWWYO,Male,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
1541-ETJZO,Male,No,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,700 INR,Yes
1582-RAFML,Male,No,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,700 INR,Yes
8740-CRYFY,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,800 INR,Yes
1064-FBXNK,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),200 INR,No
1622-HSHSF,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
0511-JTEOY,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,800 INR,Yes
7814-LEEVE,Female,Yes,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),300 INR,No
6654-QGBZZ,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
9732-KPKBW,Male,No,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,600 INR,Yes
5134-IKDAY,Female,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
3765-JXVKY,Female,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
5378-IKEEG,Female,No,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,400 INR,Yes
8180-AKMJV,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),500 INR,No
9975-SKRNR,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
9725-SCPZG,Male,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
5884-GCYMI,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,700 INR,Yes
7853-GVUDZ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),300 INR,No
4855-SNKMY,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
6653-CBBOM,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
7298-IZWLY,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
7252-NTGSS,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
2955-PSXOE,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),300 INR,No
1746-TGTWV,Male,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),800 INR,No
9940-RHLFB,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,800 INR,Yes
4759-TRPLW,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,800 INR,Yes
1156-ZFYDO,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,200 INR,No
7577-SWIFR,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
9840-EFJQB,Female,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,800 INR,No
7721-DVEKZ,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
6907-FLBER,Male,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,600 INR,No
3976-NLDEZ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
9708-KFDBY,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),300 INR,No
8058-INTPH,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,800 INR,Yes
8821-XNHVZ,Female,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,900 INR,No
1941-HOSAM,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
9564-KCLHR,Male,No,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,600 INR,Yes
2082-CEFLT,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,Yes
9441-QHEVC,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
4273-MBHYA,Female,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,900 INR,No
9637-EIHEQ,Female,No,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,600 INR,Yes
5515-IDEJJ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
5376-DEQCP,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
7246-ZGQDF,Female,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,600 INR,No
6141-OOXUQ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
7503-ZGUZJ,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,900 INR,Yes
6142-VSJQO,Female,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),500 INR,Yes
4912-PIGUY,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
2275-RBYQS,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
7794-JASDG,Male,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,600 INR,No
8048-DSDFQ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
0623-GDISB,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),500 INR,No
2043-WVTQJ,Male,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,600 INR,No
2619-WFQWU,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
4614-NUVZD,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
3803-KMQFW,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
6629-CZTTH,Male,No,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,600 INR,No
5088-QZLRL,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,300 INR,No
4929-BSTRX,Female,No,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,600 INR,Yes
4667-OHGKG,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
1660-HSOOQ,Male,No,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
1794-HBQTJ,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),500 INR,No
1493-AMTIE,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),300 INR,No
